,Pair,Score,label,gpt_rating
4480,"(45026, 88658)",0.7029010851488099,positive,3.0
1437,"(78411, 78754)",0.5806991362203314,positive,3.0
47,"(73969, 67971)",0.7151950835491996,positive,7.0
1360,"(34911, 11345)",0.5262797593786004,positive,2.0
734,"(61642, 54415)",0.6405990060374112,positive,5.0
1534,"(338, 33211)",0.6511263106589753,positive,3.0
2004,"(64881, 53333)",0.5662238438792123,positive,3.0
3795,"(70393, 57252)",0.7183450583693227,positive,5.0
2519,"(35585, 33235)",0.5513589110672061,positive,7.0
1972,"(74663, 56948)",0.6160907178096146,positive,3.0
996,"(6371, 45340)",0.6668161044909239,positive,3.0
61,"(19457, 21347)",0.6884145461714213,positive,7.0
1108,"(41832, 76109)",0.540150629510524,positive,3.0
2405,"(77231, 19650)",0.649248746569432,positive,3.0
95,"(38044, 39829)",0.6102261593826868,positive,3.0
478,"(46175, 17960)",0.6178412937587703,positive,7.0
4359,"(10211, 7346)",0.6899273724425755,positive,5.0
4112,"(5355, 13710)",0.6993042777532674,positive,7.0
3707,"(45734, 94973)",0.6724169940923568,positive,3.0
1101,"(73698, 76201)",0.5529693327138645,positive,2.0
2746,"(60920, 69222)",0.570847397084423,positive,3.0
2170,"(47614, 25581)",0.5859525218744487,positive,7.0
322,"(58871, 29320)",0.6840376592489587,positive,5.0
4254,"(46169, 936)",0.6463571277721986,positive,3.0
3142,"(46760, 15659)",0.5521504585874748,positive,3.0
3537,"(75868, 1885)",0.5418196453561013,positive,3.0
4925,"(67173, 79633)",0.586769961744294,positive,5.0
2924,"(15379, 25910)",0.6385427295803836,positive,7.0
1149,"(96646, 16780)",0.6111202483051161,positive,5.0
3617,"(38211, 16635)",0.6062543550081161,positive,7.0
291,"(51407, 14230)",0.7176113317353434,positive,7.0
3749,"(37226, 45134)",0.7791778797024849,positive,3.0
3586,"(59518, 54195)",0.44448053324466147,positive,3.0
533,"(27663, 31955)",0.5730520342444303,positive,3.0
3607,"(79190, 10438)",0.7897788698772351,positive,5.0
2648,"(57009, 8478)",0.8011487666703182,positive,7.0
4810,"(50516, 27267)",0.6578888715913125,positive,5.0
1983,"(50069, 33221)",0.7794394916027609,positive,7.0
2932,"(82617, 13146)",0.6241534703110612,positive,3.0
1536,"(12254, 24084)",0.6720840367425563,positive,7.0
4534,"(93526, 67701)",0.5828185235149115,positive,7.0
4172,"(100462, 54158)",0.6156802307822691,positive,7.0
3360,"(63278, 52004)",0.6751691724272879,positive,3.0
3665,"(67534, 59678)",0.6293700686271796,positive,5.0
4005,"(30750, 63882)",0.7097749718361204,positive,8.0
3626,"(78931, 99120)",0.737794293522821,positive,3.0
586,"(60692, 87363)",0.6310892379674297,positive,7.0
3256,"(17071, 3431)",0.6603888851484853,positive,3.0
2298,"(21636, 48813)",0.592249459856218,positive,3.0
3988,"(100859, 73451)",0.5160237690616475,positive,3.0
584,"(7543, 52198)",0.6276216313058948,positive,7.0
2423,"(94018, 72264)",0.5617534974679492,positive,5.0
1391,"(94914, 98128)",0.6544801138899956,positive,7.0
4525,"(77787, 101460)",0.6276495096116308,positive,3.0
4920,"(35842, 50197)",0.6103006971771605,positive,3.0
4800,"(24351, 70058)",0.4895897304125989,positive,5.0
3240,"(77067, 70674)",0.6065958654556579,positive,7.0
4281,"(16241, 57967)",0.6555949676606552,positive,5.0
3338,"(74658, 29207)",0.6881817742167982,positive,3.0
3220,"(71947, 47511)",0.6213264342228048,positive,3.0
2111,"(35133, 28260)",0.646911545208288,positive,3.0
1174,"(59201, 64629)",0.5877593016081657,positive,7.0
4862,"(100297, 54509)",0.5850494953957287,positive,7.0
1867,"(23411, 38592)",0.6697062126494283,positive,3.0
2614,"(42913, 53278)",0.5803341305932735,positive,5.0
3866,"(78518, 54382)",0.5964724740243394,positive,7.0
4885,"(18257, 16032)",0.5880383106106053,positive,7.0
3778,"(59500, 76771)",0.7627647499473915,positive,7.0
3846,"(55690, 29595)",0.6325348253642746,positive,7.0
2416,"(57784, 45341)",0.6156492131185338,positive,7.0
70,"(71211, 71281)",0.48655333966490805,positive,5.0
4880,"(43803, 74534)",0.5693954014316296,positive,5.0
1126,"(93709, 48269)",0.7117320735594983,positive,3.0
4024,"(84227, 70601)",0.632448903874925,positive,3.0
3250,"(4135, 19570)",0.6963406919897204,positive,
3901,"(40510, 12231)",0.5833416640783495,positive,3.0
1095,"(42929, 33255)",0.6981839872562219,positive,7.0
4545,"(89272, 60585)",0.7094620517015577,positive,7.0
1212,"(17368, 41284)",0.6416219983235446,positive,7.0
3921,"(276, 29154)",0.5960386129490204,positive,5.0
1425,"(81994, 62228)",0.5269273763731904,positive,5.0
3066,"(37481, 63304)",0.6763090089100421,positive,7.0
4519,"(38402, 2037)",0.6867583330962735,positive,3.0
2100,"(23279, 46958)",0.5720837471292471,positive,3.0
807,"(20384, 57930)",0.6999159571084808,positive,5.0
4743,"(90265, 84740)",0.5930050908853352,positive,5.0
3750,"(72127, 8394)",0.5977207783303186,positive,5.0
1362,"(31821, 26606)",0.7241137938961361,positive,7.0
2317,"(59182, 85079)",0.7457630521898642,positive,3.0
4581,"(2800, 77646)",0.6368240946034391,positive,3.0
4741,"(88229, 26607)",0.5556310698254043,positive,7.0
1025,"(77149, 67776)",0.6101076374246688,positive,1.0
3109,"(20644, 2194)",0.6569749019026512,positive,5.0
1041,"(28746, 60876)",0.7047614619162641,positive,3.0
1876,"(44413, 21488)",0.5994259227844791,positive,5.0
881,"(75745, 72975)",0.6649312435198753,positive,5.0
4299,"(31433, 43497)",0.5311237095340794,positive,5.0
4587,"(95102, 33917)",0.6885166619057106,positive,7.0
4510,"(3832, 37322)",0.5609444091753912,positive,7.0
3670,"(77872, 24005)",0.6652653898963142,positive,7.0
624,"(63932, 71097)",0.7352520841585329,positive,7.0
2796,"(34964, 13138)",0.6296498963356338,positive,7.0
4291,"(21625, 71413)",0.6521234014426871,positive,3.0
4968,"(17413, 23065)",0.552995827916991,positive,7.0
233,"(37157, 12045)",0.656379616835921,positive,7.0
4566,"(8712, 42720)",0.6421519603823822,positive,2.0
1662,"(806, 9524)",0.5935712841656733,positive,7.0
415,"(70031, 66070)",0.6253928478430125,positive,5.0
4246,"(26423, 32970)",0.7034892661965703,positive,7.0
2173,"(281, 31926)",0.6973322259350261,positive,5.0
1456,"(101332, 48745)",0.5635381064611864,positive,2.0
746,"(68866, 71120)",0.6377693808749235,positive,7.0
17,"(64925, 66715)",0.6065334818897871,positive,3.0
1200,"(77834, 13755)",0.6690372939818885,positive,7.0
1699,"(25425, 83419)",0.7102598607917748,positive,7.0
3253,"(89087, 88525)",0.5280262789398653,positive,
596,"(17955, 97934)",0.5810873071179236,positive,3.0
3226,"(75939, 17146)",0.5708284131504121,positive,7.0
4405,"(85744, 91712)",0.6259284895339466,positive,7.0
4719,"(54845, 79485)",0.48521021303585093,positive,3.0
1505,"(60, 24668)",0.6387668082041145,positive,5.0
1412,"(27856, 55250)",0.6613101386056276,positive,7.0
1965,"(38559, 44931)",0.7579859614930585,positive,7.0
371,"(66235, 78052)",0.7130601014920938,positive,3.0
1340,"(85382, 96220)",0.6215618395672448,positive,3.0
598,"(70640, 91592)",0.6266457242838396,positive,3.0
238,"(34698, 13447)",0.62558962648347,positive,3.0
3400,"(69785, 1500)",0.5270618782799286,positive,7.0
2067,"(47908, 61279)",0.6419879370756196,positive,7.0
810,"(8702, 53985)",0.6135222650316772,positive,7.0
1094,"(235, 12855)",0.5797228495984175,positive,8.0
4324,"(25851, 36948)",0.7048783772026846,positive,3.0
4760,"(81730, 86164)",0.5992299538401622,positive,5.0
3676,"(100123, 97534)",0.5940943820003352,positive,3.0
3464,"(29165, 62462)",0.6814586244444628,positive,7.0
3103,"(65428, 17044)",0.6283847127695583,positive,7.0
2749,"(36224, 37321)",0.6031110096507546,positive,3.0
2295,"(1177, 66531)",0.49103465571915933,positive,2.0
4192,"(2745, 74763)",0.5986724692574901,positive,3.0
3708,"(88503, 61791)",0.5776994330601761,positive,3.0
3018,"(46850, 52029)",0.6599451841281068,positive,1.0
4252,"(82152, 58295)",0.607269106521515,positive,
803,"(6970, 95992)",0.6238975753155942,positive,3.0
4190,"(76240, 71695)",0.6269641342504209,positive,3.0
751,"(78859, 34525)",0.6097866898717664,positive,5.0
2531,"(90517, 95345)",0.8321295332959082,positive,9.0
621,"(47280, 28309)",0.5605392668331023,positive,7.0
2297,"(32779, 46709)",0.6660519515177659,positive,3.0
3828,"(58342, 100581)",0.5840231000758831,positive,7.0
566,"(27350, 67764)",0.4967635203303765,positive,3.0
1135,"(19096, 68833)",0.41393254053126705,positive,7.0
1204,"(55318, 46301)",0.7026683897190331,positive,7.0
1047,"(846, 9263)",0.5778393989526142,positive,3.0
51,"(68148, 73987)",0.7360632425705412,positive,3.0
3651,"(99932, 55365)",0.6068523982311684,positive,7.0
1044,"(84471, 61569)",0.7466836164925132,positive,3.0
2181,"(29856, 80262)",0.67068334334169,positive,7.0
2688,"(163, 13376)",0.6099557325117066,positive,5.0
534,"(51991, 452)",0.6209801791319739,positive,7.0
3184,"(5774, 42151)",0.7099496151531377,positive,7.0
3857,"(13893, 41243)",0.564783378967773,positive,7.0
443,"(48747, 83576)",0.5927218310119091,positive,3.0
3604,"(81348, 90584)",0.48269760999024414,positive,3.0
195,"(66199, 66124)",0.6235347142881892,positive,3.0
1115,"(23930, 29637)",0.6322723195938251,positive,7.0
765,"(33307, 11034)",0.6461604197564785,positive,3.0
1945,"(29009, 87849)",0.6817619586682411,positive,3.0
3247,"(282, 1490)",0.6882287001505222,positive,7.0
3002,"(77984, 53809)",0.6451012436202559,positive,3.0
1432,"(31653, 37378)",0.6482532945968289,positive,7.0
3095,"(30682, 45523)",0.6081391875961558,positive,5.0
2922,"(40372, 49099)",0.6765738085362025,positive,3.0
644,"(60566, 51103)",0.6302348388772764,positive,7.0
1049,"(79239, 12642)",0.6017616571645746,positive,5.0
3745,"(70188, 59210)",0.7052685434638122,positive,3.0
4093,"(54040, 37646)",0.490169097406267,positive,3.0
4403,"(92764, 38314)",0.6998866784456634,positive,7.0
120,"(78603, 45665)",0.5893218617910603,positive,3.0
2052,"(91194, 97283)",0.5790768468447802,positive,3.0
4258,"(32793, 72687)",0.6411989607976718,positive,5.0
4888,"(101121, 62453)",0.854690410569926,positive,1.0
4334,"(63064, 101229)",0.6940580721339151,positive,7.0
4691,"(72525, 71943)",0.5355612963396589,positive,7.0
134,"(79309, 75876)",0.6452735738736957,positive,3.0
2460,"(73794, 50138)",0.5182563302996454,positive,7.0
1954,"(20581, 93170)",0.6436674489033016,positive,7.0
2463,"(74069, 61137)",0.6133523512406187,positive,7.0
184,"(92787, 28413)",0.5844168349181942,positive,3.0
1392,"(76918, 74813)",0.5746369188833855,positive,3.0
2276,"(83360, 75924)",0.5837570339235874,positive,5.0
511,"(35247, 8211)",0.4705008300935461,positive,3.0
4729,"(14256, 6176)",0.6828634452586667,positive,5.0
4054,"(58161, 44882)",0.6762008394732518,positive,7.0
3137,"(98876, 93614)",0.5623980844911469,positive,3.0
2669,"(63037, 52925)",0.6988238564671535,positive,7.0
4773,"(74816, 41770)",0.45925452668527206,positive,3.0
4861,"(76162, 82392)",0.5664676253469869,positive,2.0
2117,"(70135, 67458)",0.6153229762322379,positive,3.0
251,"(72082, 71629)",0.5410320410111349,positive,7.0
3526,"(2261, 95279)",0.629826698700915,positive,3.0
3559,"(16724, 19526)",0.6143967253394873,positive,3.0
4011,"(80905, 82195)",0.6191118445066927,positive,5.0
1507,"(83559, 60531)",0.6212372535897609,positive,7.0
122,"(89135, 82500)",0.5770642008312672,positive,3.0
4259,"(46473, 66022)",0.6657942672456526,positive,7.0
3333,"(55915, 48801)",0.4632422063234771,positive,1.0
1871,"(52307, 81589)",0.5471908700349355,positive,2.0
3692,"(17858, 28741)",0.771444349525201,positive,7.0
567,"(93008, 80531)",0.5726746864374777,positive,3.0
1371,"(47057, 90116)",0.7999305409580783,positive,3.0
3185,"(72055, 6236)",0.6632898979377021,positive,7.0
3955,"(93718, 73126)",0.7515147830244786,positive,7.0
1056,"(64323, 38333)",0.6231551332516607,positive,5.0
856,"(37626, 12803)",0.6374462209533034,positive,3.0
3838,"(24842, 59044)",0.6438214881172311,positive,5.0
2860,"(93980, 78688)",0.6111225320700531,positive,5.0
776,"(82844, 51957)",0.617955370794119,positive,3.0
720,"(66040, 6410)",0.6643152937760679,positive,3.0
2710,"(64041, 44437)",0.6364205943227431,positive,3.0
2654,"(99071, 97199)",0.5774743460854941,positive,7.0
4877,"(8024, 40774)",0.6511766227198998,positive,5.0
602,"(88726, 91903)",0.7770151108027341,positive,7.0
3822,"(100455, 85517)",0.7197437695534132,positive,8.0
1244,"(100158, 75236)",0.6971510181557599,positive,3.0
4845,"(50489, 4697)",0.5758404899996022,positive,3.0
4841,"(10442, 16463)",0.7629465587337052,positive,3.0
318,"(23328, 25290)",0.6281037409999155,positive,3.0
828,"(32201, 4439)",0.6583687740717195,positive,3.0
3263,"(5906, 94985)",0.6321359346683807,positive,7.0
274,"(30306, 47528)",0.6045750463866199,positive,5.0
2664,"(76373, 26281)",0.6036832609944327,positive,5.0
549,"(4000, 18560)",0.6052141949484232,positive,3.0
3641,"(78033, 78989)",0.5628133718127489,positive,7.0
4053,"(62551, 21646)",0.6233352945570706,positive,5.0
4892,"(70843, 83224)",0.7663835462423281,positive,7.0
2934,"(9596, 4262)",0.6152931351977224,positive,7.0
605,"(61476, 18307)",0.6242068882775154,positive,7.0
896,"(19963, 6861)",0.6243588785647798,positive,7.0
527,"(9823, 69791)",0.7100692963793266,positive,7.0
4607,"(37125, 93274)",0.6930303014204172,positive,7.0
2347,"(86365, 75824)",0.6265690608446993,positive,7.0
3439,"(11240, 42903)",0.6658542817767764,positive,3.0
4998,"(44049, 37569)",0.6514263970707928,positive,
4826,"(10451, 38822)",0.7832238332571644,positive,3.0
3922,"(51151, 100307)",0.6505037671576412,positive,7.0
2119,"(47064, 97205)",0.6102964142988467,positive,3.0
2536,"(64612, 43327)",0.5605268042013484,positive,3.0
4203,"(30431, 89324)",0.5363044313818464,positive,7.0
3254,"(65031, 73298)",0.6565626598192246,positive,3.0
3725,"(94333, 56185)",0.580021452591582,positive,3.0
1260,"(63731, 44958)",0.6328411149490774,positive,5.0
1558,"(82310, 46936)",0.5163790177680607,positive,7.0
3269,"(25150, 26228)",0.6494060396018264,positive,7.0
4046,"(31897, 18660)",0.6560559987890735,positive,8.0
756,"(90469, 58090)",0.8592819183375221,positive,3.0
1010,"(54553, 53547)",0.748042204098784,positive,7.0
2794,"(57713, 85308)",0.4639387396034722,positive,3.0
2905,"(36735, 43565)",0.6805905395983993,positive,7.0
1870,"(78797, 58595)",0.47333910284773195,positive,3.0
2229,"(30659, 17382)",0.6882951210379609,positive,3.0
1173,"(19029, 53613)",0.59515313987176,positive,3.0
1832,"(76919, 78904)",0.6449110255469219,positive,3.0
376,"(6102, 4882)",0.6599014043420057,positive,7.0
3853,"(67496, 69416)",0.7465921840538058,positive,7.0
3616,"(69569, 46152)",0.6628242777552625,positive,3.0
798,"(62292, 85279)",0.6212526571150467,positive,3.0
378,"(85314, 47866)",0.6564466273789707,positive,5.0
1158,"(59379, 15968)",0.6122496842603025,positive,3.0
3819,"(85090, 81206)",0.7433763043897982,positive,3.0
2792,"(86205, 38644)",0.5171462219591192,positive,
2240,"(69569, 46152)",0.6628242777552625,positive,3.0
4035,"(73463, 5235)",0.8263545161420802,positive,7.0
2662,"(31174, 53444)",0.7070663883405011,positive,7.0
4012,"(89571, 46939)",0.6948874165465594,positive,7.0
2957,"(48868, 30851)",0.5211371788465957,positive,5.0
3927,"(49847, 48458)",0.7042468706854598,positive,3.0
1038,"(16389, 20768)",0.603775110918627,positive,5.0
3259,"(67843, 24887)",0.7326382621143452,positive,7.0
1344,"(30678, 12205)",0.7056385577114677,positive,7.0
2505,"(13395, 37671)",0.6872878065496835,positive,5.0
1721,"(25931, 21893)",0.6846518764072232,positive,7.0
4663,"(27798, 34923)",0.6876217433039892,positive,5.0
175,"(75766, 61555)",0.5945879423023046,positive,5.0
4893,"(83961, 56052)",0.5901140418253633,positive,3.0
1909,"(68916, 46520)",0.7763104264615175,positive,3.0
45,"(10627, 31412)",0.6606945293653063,positive,5.0
3409,"(24264, 32444)",0.6440272823329567,positive,3.0
4674,"(86610, 93527)",0.7697813455186959,positive,7.0
1075,"(9865, 2708)",0.6163445123390916,positive,3.0
2829,"(76971, 89008)",0.7070670051753348,positive,3.0
1504,"(34008, 50366)",0.6633001718481972,positive,7.0
2309,"(59889, 78249)",0.6790034464921548,positive,3.0
2418,"(86936, 64746)",0.7158199421596829,positive,3.0
3986,"(10350, 2366)",0.7175406977557637,positive,7.0
3098,"(14289, 80048)",0.6434879730560357,positive,5.0
4588,"(95319, 21467)",0.6595371294180911,positive,3.0
283,"(20932, 29088)",0.5635224760478758,positive,
4918,"(7296, 84680)",0.5802995867458116,positive,7.0
842,"(92193, 38073)",0.5549456440570752,positive,3.0
1513,"(34020, 5079)",0.6964916836328452,positive,5.0
1168,"(64484, 80147)",0.6708004631834462,positive,7.0
1592,"(20662, 16037)",0.6034594810179406,positive,7.0
3460,"(59659, 97927)",0.8397341302146583,positive,3.0
3165,"(90023, 98509)",0.597743519388386,positive,7.0
2284,"(60233, 66371)",0.6202659078660636,positive,7.0
3575,"(44602, 34018)",0.7169751995201115,positive,7.0
4870,"(90605, 72592)",0.5727792198186137,positive,3.0
2305,"(73770, 32346)",0.6912723935339347,positive,2.0
952,"(59399, 26766)",0.5513123981512196,positive,7.0
4942,"(98499, 99419)",0.7700646644561249,positive,5.0
3053,"(17069, 16629)",0.8318386173097728,positive,7.0
4559,"(10014, 63281)",0.7092199640574599,positive,3.0
2685,"(47076, 76425)",0.6173752320792576,positive,3.0
1489,"(31987, 12691)",0.5939358978762714,positive,1.0
927,"(87505, 93586)",0.6066210683994807,positive,3.0
1209,"(75993, 57360)",0.7369510623667602,positive,7.0
3973,"(84050, 13859)",0.603238749738991,positive,7.0
3545,"(56044, 27391)",0.710460763726842,positive,7.0
4361,"(88896, 94615)",0.5490097915144074,positive,5.0
1921,"(53625, 99829)",0.608772868594278,positive,5.0
351,"(40764, 57321)",0.692066150239367,positive,5.0
4898,"(5668, 49692)",0.47550606221991465,positive,7.0
3393,"(71678, 57423)",0.6881187337335953,positive,7.0
2721,"(42080, 41041)",0.6074935474876137,positive,3.0
4981,"(27518, 81678)",0.47866640842495906,positive,3.0
718,"(80219, 10551)",0.6379499758058227,positive,3.0
2702,"(21223, 5498)",0.5974689484382645,positive,5.0
2722,"(89097, 88159)",0.6140666988251668,positive,7.0
4561,"(3273, 1146)",0.7855952851799823,positive,7.0
308,"(68497, 92244)",0.44707966084635486,positive,3.0
4506,"(57149, 4717)",0.5072357853734226,positive,3.0
2078,"(31860, 50964)",0.5603868548256257,positive,3.0
4038,"(46154, 83301)",0.6976180089961143,positive,7.0
4846,"(83104, 22511)",0.608046935090007,positive,3.0
4479,"(82190, 88898)",0.7385505399799122,positive,5.0
1746,"(2396, 34346)",0.7084469558975269,positive,3.0
19,"(5311, 5702)",0.5996294092317809,positive,7.0
1322,"(6645, 44706)",0.6907622249040246,positive,7.0
3567,"(88296, 82644)",0.742287245745864,positive,7.0
2521,"(47864, 59113)",0.6185412811738575,positive,5.0
218,"(90084, 58162)",0.552469885248389,positive,3.0
1487,"(74478, 59421)",0.6545958903576494,positive,7.0
438,"(68027, 82747)",0.7369171952168282,positive,5.0
4174,"(100368, 19780)",0.6850287042783902,positive,8.0
2750,"(7788, 1321)",0.5853892557135251,positive,7.0
3288,"(88708, 92135)",0.646761929264968,positive,
3433,"(59711, 25078)",0.5450714552099156,positive,7.0
2525,"(42685, 53816)",0.664046494352912,positive,3.0
4650,"(389, 15782)",0.8228639086988281,positive,7.0
3688,"(36027, 58197)",0.5691906632675999,positive,3.0
2763,"(70067, 66892)",0.7735832071703115,positive,5.0
802,"(20309, 55611)",0.6741085942661695,positive,7.0
2997,"(75054, 33247)",0.5765475724828377,positive,3.0
2228,"(54061, 78291)",0.5145324796246401,positive,7.0
2077,"(25849, 22291)",0.616977287858345,positive,3.0
582,"(11338, 33580)",0.6044752457137749,positive,7.0
203,"(51005, 226)",0.6390754631680524,positive,3.0
4346,"(94826, 83247)",0.59367697658653,positive,3.0
3478,"(7368, 38123)",0.6723501612533527,positive,7.0
2929,"(54341, 96627)",0.6554038983046321,positive,3.0
3085,"(5347, 41380)",0.6261440389544767,positive,3.0
1018,"(58656, 59715)",0.6970392999160384,positive,5.0
1583,"(52375, 40005)",0.594679316720208,positive,3.0
1032,"(24818, 76583)",0.6570259159561187,positive,5.0
1718,"(65160, 96238)",0.6808103227698291,positive,3.0
1281,"(4757, 21708)",0.6941632391434147,positive,7.0
2498,"(91652, 81495)",0.6239432212681018,positive,3.0
3350,"(38547, 94983)",0.5740132907198223,positive,7.0
517,"(26646, 73015)",0.7106424428627345,positive,
1747,"(84082, 15864)",0.7008733699884886,positive,3.0
4652,"(67391, 93934)",0.6645926934798299,positive,7.0
3732,"(77487, 3127)",0.7186263076413322,positive,7.0
668,"(1542, 89518)",0.6670620271060131,positive,7.0
4059,"(55103, 74608)",0.5191329644800448,positive,5.0
3026,"(83820, 66565)",0.6952638322531091,positive,3.0
4932,"(18452, 22858)",0.7184003212832764,positive,7.0
2650,"(42468, 82115)",0.6240375985081995,positive,7.0
4453,"(89390, 2368)",0.5882788000472084,positive,5.0
3192,"(56700, 85369)",0.7368978009170479,positive,5.0
2124,"(61272, 256)",0.709330649071577,positive,7.0
3375,"(56526, 5197)",0.6336964932548302,positive,7.0
3392,"(46738, 8400)",0.6836790024331804,positive,3.0
3485,"(49879, 29646)",0.7518556084872753,positive,7.0
759,"(29703, 63151)",0.6413174789349603,positive,3.0
3379,"(72954, 59193)",0.7579511600737188,positive,7.0
4440,"(84700, 44757)",0.7419586485656515,positive,5.0
2526,"(18073, 2649)",0.6980083857646009,positive,8.0
4858,"(7610, 46111)",0.6395649846300924,positive,2.0
907,"(17144, 40253)",0.6427094693194544,positive,7.0
2683,"(16052, 16829)",0.5741681434394009,positive,5.0
214,"(93264, 98380)",0.6269535662511331,positive,3.0
3331,"(6416, 40549)",0.5330830657072099,positive,7.0
4458,"(61844, 71967)",0.7104151894779653,positive,5.0
693,"(89339, 89879)",0.6807553655139158,positive,3.0
1503,"(54912, 94411)",0.7970300083226914,positive,7.0
2118,"(35046, 53824)",0.5447024381982628,positive,7.0
3858,"(97808, 86088)",0.5470546740373978,positive,3.0
2462,"(45113, 12607)",0.558354579285754,positive,7.0
3635,"(36636, 47496)",0.6129716098400159,positive,5.0
4105,"(80742, 72967)",0.6188474983407278,positive,5.0
4478,"(63353, 61051)",0.5539177590374361,positive,3.0
196,"(34766, 23787)",0.5078761125052778,positive,5.0
4667,"(17266, 35365)",0.7005788513359874,positive,5.0
1543,"(70855, 11186)",0.6400355708046329,positive,5.0
1330,"(52487, 85090)",0.679313068421017,positive,5.0
879,"(23386, 8149)",0.6862191972451182,positive,7.0
4502,"(43884, 70550)",0.5912928811805189,positive,7.0
3501,"(89906, 69922)",0.7759055596642852,positive,3.0
3894,"(100167, 76480)",0.6263410063372652,positive,7.0
4990,"(32115, 59309)",0.6455662315150876,positive,7.0
887,"(42318, 30156)",0.6130492575023133,positive,5.0
1345,"(76218, 26148)",0.6519657790612219,positive,5.0
68,"(45758, 32347)",0.621065689501363,positive,5.0
4210,"(61240, 97629)",0.6575506232717079,positive,3.0
1815,"(98875, 94119)",0.7776937385553468,positive,5.0
568,"(94297, 61505)",0.5731973693970491,positive,3.0
2167,"(20337, 18153)",0.5911554169365063,positive,7.0
96,"(51214, 48833)",0.678986970499289,positive,5.0
4181,"(1401, 4223)",0.5245452434815483,positive,7.0
3353,"(21447, 100634)",0.6576678088582004,positive,7.0
139,"(6910, 35535)",0.7162646719220194,positive,7.0
4954,"(71832, 81295)",0.6479677290751071,positive,7.0
2602,"(55099, 12513)",0.7457481361461735,positive,7.0
4023,"(46101, 56775)",0.6309117259939494,positive,5.0
4772,"(40387, 13473)",0.6983785556527699,positive,7.0
1606,"(74859, 14990)",0.5807032712888373,positive,3.0
1629,"(85431, 74844)",0.6746381178941154,positive,7.0
1539,"(1750, 18571)",0.49435102496058614,positive,3.0
2059,"(55230, 29871)",0.5563382461895271,positive,7.0
463,"(79634, 38803)",0.6187932877160502,positive,3.0
2330,"(50115, 49438)",0.7530717710213438,positive,7.0
3043,"(29309, 47931)",0.6571292202915174,positive,7.0
4734,"(22625, 15895)",0.5311273316039709,positive,3.0
594,"(83042, 99387)",0.6192670308252646,positive,3.0
3814,"(26762, 79803)",0.5670976567113228,positive,5.0
625,"(72936, 57481)",0.5502893891004981,positive,7.0
450,"(32093, 13493)",0.6430972825704624,positive,5.0
1499,"(100424, 4837)",0.7497345447520465,positive,7.0
2456,"(4255, 6786)",0.7344134710277869,positive,7.0
4722,"(10561, 789)",0.6588347512427055,positive,5.0
2984,"(81580, 3442)",0.5235231102667972,positive,7.0
1569,"(94934, 82669)",0.7071803375424047,positive,3.0
1034,"(4324, 51770)",0.43902147409052217,positive,
3518,"(17569, 66352)",0.6953292830549135,positive,7.0
1557,"(94457, 97477)",0.6992187469616467,positive,3.0
3624,"(10651, 5728)",0.7782569852883424,positive,3.0
4664,"(91649, 41329)",0.6055871638972935,positive,5.0
150,"(80356, 50480)",0.6462602196193789,positive,5.0
1420,"(17685, 46538)",0.6241429333874601,positive,7.0
2011,"(24826, 33835)",0.6690573527152104,positive,3.0
2686,"(53420, 86580)",0.7174259366608232,positive,5.0
1786,"(18787, 62557)",0.6477401249922996,positive,7.0
88,"(9268, 15188)",0.789111692364515,positive,7.0
457,"(17019, 31871)",0.6651975966569184,positive,7.0
1305,"(93501, 77124)",0.5876708146356582,positive,3.0
2925,"(36751, 93776)",0.5934880557883776,positive,7.0
3270,"(31852, 77190)",0.706322440212539,positive,7.0
3227,"(57828, 5023)",0.6631285804288471,positive,3.0
1988,"(50861, 84002)",0.6791151515517597,positive,3.0
3754,"(18693, 3752)",0.4813321037822358,positive,3.0
3646,"(17154, 48039)",0.645931396778189,positive,5.0
831,"(56397, 14963)",0.6076008176705594,positive,7.0
239,"(80623, 73775)",0.6728247254606516,positive,3.0
4681,"(112, 2766)",0.713991359693184,positive,5.0
3022,"(97909, 4298)",0.5055516960279604,positive,7.0
1946,"(83309, 63012)",0.6580310543990917,positive,7.0
2775,"(39279, 12209)",0.7435524902262323,positive,5.0
192,"(97504, 49799)",0.6269079032761153,positive,5.0
4849,"(12625, 37559)",0.5566281097974622,positive,5.0
944,"(10478, 11089)",0.6566860851966589,positive,7.0
1268,"(36368, 42542)",0.6359582796559061,positive,
4231,"(45671, 18107)",0.48273643659970816,positive,7.0
4424,"(15417, 87755)",0.5624066802082608,positive,7.0
4711,"(90239, 69172)",0.6051775402451742,positive,7.0
2313,"(24596, 31426)",0.7533079091475252,positive,7.0
3214,"(51578, 6671)",0.6833033897074746,positive,5.0
2732,"(23472, 14134)",0.5779984760752834,positive,3.0
1926,"(47837, 7401)",0.6099314499615465,positive,7.0
